공정율,날씨,지역,공사비,공종소분류,사고년도,사고월,사고시간,성별,국적,나이,사고신고사유
40~49%,맑음,전라남도,150억 ~ 200억원 미만,철근콘크리트공사,2021,09,14,1,1,40,3일이상 휴업이 필요한 부상
10% 미만,맑음,부산광역시,150억 ~ 200억원 미만,건축 토공사,2021,09,14,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,광주광역시,5억 ~ 10억원 미만,수장공사,2021,09,15,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,서울특별시,"1,000억원 이상",철근콘크리트공사,2021,09,16,1,0,50,3일이상 휴업이 필요한 부상
10~19%,맑음,경상남도,20억 ~ 50억원 미만,철근콘크리트공사,2021,09,07,0,1,50,3일이상 휴업이 필요한 부상
60~69%,맑음,경기도,"1,000억원 이상",가설공사,2021,09,07,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,세종특별자치시,"1,000억원 이상",창호 및 유리공사,2021,09,08,1,1,50,3일이상 휴업이 필요한 부상
40~49%,맑음,광주광역시,5억 ~ 10억원 미만,관공사,2021,09,10,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,경기도,10억 ~ 20억원 미만,철근콘크리트공사,2021,09,10,1,1,60,3일이상 휴업이 필요한 부상
40~49%,맑음,경상북도,50억 ~ 100억원 미만,가설공사,2021,09,10,1,1,40,3일이상 휴업이 필요한 부상
30~39%,흐림,서울특별시,50억 ~ 100억원 미만,철근콘크리트공사,2021,09,11,1,1,30,3일이상 휴업이 필요한 부상
70~79%,흐림,서울특별시,"1,000억원 이상",타일 및 돌공사,2021,09,11,1,0,50,3일이상 휴업이 필요한 부상
80~89%,맑음,울산광역시,200억 ~ 300억원 미만,토공사,2021,09,13,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,흐림,인천광역시,"1,000억원 이상",철근콘크리트공사,2021,09,14,1,1,40,3일이상 휴업이 필요한 부상
80~89%,흐림,울산광역시,200억 ~ 300억원 미만,기타,2021,09,15,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,50억 ~ 100억원 미만,철근콘크리트공사,2021,09,16,1,0,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,20억 ~ 50억원 미만,철근콘크리트공사,2021,09,16,1,1,40,3일이상 휴업이 필요한 부상
20~29%,맑음,인천광역시,5억 ~ 10억원 미만,기타,2021,09,16,1,1,60,3일이상 휴업이 필요한 부상
80~89%,맑음,제주특별자치도,5억 ~ 10억원 미만,도로 및 포장공사,2021,09,16,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,충청북도,3억 ~ 5억원 미만,미장공사,2021,09,08,1,1,40,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,300억 ~ 500억원 미만,철근콘크리트공사,2021,09,09,1,1,50,3일이상 휴업이 필요한 부상
70~79%,흐림,부산광역시,"1,000억원 이상",미장공사,2021,09,10,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,경상남도,300억 ~ 500억원 미만,토공사,2021,09,12,1,1,60,3일이상 휴업이 필요한 부상
70~79%,강우,경상북도,5억 ~ 10억원 미만,목공사,2021,09,12,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,200억 ~ 300억원 미만,방수공사,2021,09,13,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,제주특별자치도,50억 ~ 100억원 미만,토공사,2021,09,13,1,1,30,3일이상 휴업이 필요한 부상
10~19%,흐림,경기도,20억 ~ 50억원 미만,철근콘크리트공사,2021,09,14,1,0,50,3일이상 휴업이 필요한 부상
50~59%,맑음,경상남도,"500억 ~ 1,000억원 미만",철근콘크리트공사,2021,09,15,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,50억 ~ 100억원 미만,철근콘크리트공사,2021,09,16,1,0,30,3일이상 휴업이 필요한 부상
20~29%,맑음,충청북도,"1,000억원 이상",가설공사,2021,09,16,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청남도,"1,000억원 이상",기계설비공사,2021,09,17,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,세종특별자치시,10억 ~ 20억원 미만,철도 및 궤도공사,2021,09,00,1,1,50,사망 1명 이상
60~69%,흐림,경상남도,"4,000만 ~ 1억원 미만",해체 및 철거공사,2021,09,10,1,0,30,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,300억 ~ 500억원 미만,철근콘크리트공사,2021,09,11,1,0,50,3일이상 휴업이 필요한 부상
40~49%,맑음,강원도,"1,000억원 이상",철근콘크리트공사,2021,09,12,1,1,40,3일이상 휴업이 필요한 부상
50~59%,맑음,전라남도,150억 ~ 200억원 미만,기계설비공사,2021,09,14,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,경기도,10억 ~ 20억원 미만,철골공사,2021,09,09,1,1,50,3일이상 휴업이 필요한 부상
40~49%,흐림,경기도,"1,000억원 이상",기계설비공사,2021,09,10,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,20억 ~ 50억원 미만,철근콘크리트공사,2021,09,10,1,0,20,3일이상 휴업이 필요한 부상
10~19%,맑음,경상남도,200억 ~ 300억원 미만,철근콘크리트공사,2021,09,10,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,경기도,150억 ~ 200억원 미만,건축 토공사,2021,09,10,1,0,50,3일이상 휴업이 필요한 부상
40~49%,맑음,경기도,5억 ~ 10억원 미만,철근콘크리트공사,2021,09,10,1,1,50,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2021,09,11,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,경상남도,10억 ~ 20억원 미만,지붕 및 홈통공사,2021,09,11,1,1,40,3일이상 휴업이 필요한 부상
40~49%,맑음,강원도,50억 ~ 100억원 미만,철근콘크리트공사,2021,09,11,1,1,40,3일이상 휴업이 필요한 부상
70~79%,맑음,경상남도,20억 ~ 50억원 미만,기타,2021,09,11,1,1,40,3일이상 휴업이 필요한 부상
30~39%,맑음,전라남도,150억 ~ 200억원 미만,철근콘크리트공사,2021,09,14,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,흐림,경상남도,10억 ~ 20억원 미만,조경공사,2021,09,14,1,1,50,3일이상 휴업이 필요한 부상
10~19%,강우,경기도,20억 ~ 50억원 미만,가설공사,2021,09,14,1,1,50,3일이상 휴업이 필요한 부상
20~29%,맑음,경상남도,20억 ~ 50억원 미만,철근콘크리트공사,2021,09,15,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,300억 ~ 500억원 미만,기계설비공사,2021,09,16,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,인천광역시,200억 ~ 300억원 미만,철근콘크리트공사,2021,09,07,1,1,40,3일이상 휴업이 필요한 부상
80~89%,흐림,전라남도,"1,000억원 이상",타일 및 돌공사,2021,09,07,1,0,50,3일이상 휴업이 필요한 부상
30~39%,흐림,전라북도,100억 ~ 150억원 미만,철근콘크리트공사,2021,09,08,1,1,60,3일이상 휴업이 필요한 부상
60~69%,맑음,전라남도,"1,000억원 이상",철근콘크리트공사,2021,09,08,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,경기도,10억 ~ 20억원 미만,타일 및 돌공사,2021,09,08,1,1,30,3일이상 휴업이 필요한 부상
20~29%,맑음,서울특별시,"500억 ~ 1,000억원 미만",철근콘크리트공사,2021,09,09,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2021,09,10,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,100억 ~ 150억원 미만,건축물 부대공사,2021,09,10,1,1,40,3일이상 휴업이 필요한 부상
10~19%,맑음,경기도,"1,000억원 이상",가설공사,2021,09,10,1,1,40,3일이상 휴업이 필요한 부상
20~29%,맑음,전라북도,200억 ~ 300억원 미만,철근콘크리트공사,2021,09,11,1,1,30,3일이상 휴업이 필요한 부상
80~89%,맑음,광주광역시,"1,000억원 이상",타일 및 돌공사,2021,09,11,1,1,60,3일이상 휴업이 필요한 부상
30~39%,흐림,서울특별시,"500억 ~ 1,000억원 미만",기계설비공사,2021,09,11,1,1,60,3일이상 휴업이 필요한 부상
60~69%,흐림,대전광역시,10억 ~ 20억원 미만,미장공사,2021,09,11,1,1,60,3일이상 휴업이 필요한 부상
20~29%,흐림,인천광역시,"1,000억원 이상",미장공사,2021,09,13,0,1,50,3일이상 휴업이 필요한 부상
80~89%,흐림,경기도,200억 ~ 300억원 미만,수장공사,2021,09,13,1,1,60,3일이상 휴업이 필요한 부상
40~49%,맑음,경기도,10억 ~ 20억원 미만,건축물 부대공사,2021,09,14,1,1,60,사망 1명 이상
90% 이상,흐림,인천광역시,"1,000억원 이상",조경공사,2021,09,14,1,1,50,3일이상 휴업이 필요한 부상
20~29%,맑음,충청남도,"500억 ~ 1,000억원 미만",기계설비공사,2021,09,14,1,1,20,3일이상 휴업이 필요한 부상
70~79%,강우,서울특별시,"1,000억원 이상",목공사,2021,09,15,1,1,50,3일이상 휴업이 필요한 부상
80~89%,흐림,경기도,"500억 ~ 1,000억원 미만",도장공사,2021,09,17,1,0,60,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,"1,000억원 이상",철골공사,2021,09,18,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,울산광역시,100억 ~ 150억원 미만,해체 및 철거공사,2021,09,07,1,1,50,3일이상 휴업이 필요한 부상
10~19%,강우,강원도,20억 ~ 50억원 미만,가설공사,2021,09,10,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,서울특별시,"1,000억원 이상",철근콘크리트공사,2021,09,10,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,흐림,서울특별시,50억 ~ 100억원 미만,도장공사,2021,09,10,0,0,50,3일이상 휴업이 필요한 부상
30~39%,맑음,전라남도,200억 ~ 300억원 미만,도로 및 포장공사,2021,09,10,1,1,40,3일이상 휴업이 필요한 부상
80~89%,맑음,서울특별시,50억 ~ 100억원 미만,타일 및 돌공사,2021,09,11,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,인천광역시,"500억 ~ 1,000억원 미만",창호 및 유리공사,2021,09,13,1,0,50,3일이상 휴업이 필요한 부상
30~39%,맑음,대전광역시,20억 ~ 50억원 미만,가설공사,2021,09,14,1,1,60,3일이상 휴업이 필요한 부상
30~39%,강우,충청북도,20억 ~ 50억원 미만,해체 및 철거공사,2021,09,14,1,1,60,3일이상 휴업이 필요한 부상
10~19%,강우,서울특별시,"1,000억원 이상",가설공사,2021,09,14,1,1,40,3일이상 휴업이 필요한 부상
40~49%,맑음,경상북도,100억 ~ 150억원 미만,철근콘크리트공사,2021,09,14,1,1,40,3일이상 휴업이 필요한 부상
60~69%,맑음,경기도,50억 ~ 100억원 미만,가설공사,2021,09,15,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,경기도,"500억 ~ 1,000억원 미만",철근콘크리트공사,2021,09,08,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,흐림,대구광역시,20억 ~ 50억원 미만,토공사,2021,09,08,1,1,50,3일이상 휴업이 필요한 부상
40~49%,흐림,경기도,50억 ~ 100억원 미만,타일 및 돌공사,2021,09,09,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,20억 ~ 50억원 미만,철근콘크리트공사,2021,09,09,1,0,60,3일이상 휴업이 필요한 부상
90% 이상,흐림,광주광역시,150억 ~ 200억원 미만,건축물 부대공사,2021,09,11,1,1,40,3일이상 휴업이 필요한 부상
80~89%,흐림,경상남도,50억 ~ 100억원 미만,관공사,2021,09,11,1,1,30,3일이상 휴업이 필요한 부상
90% 이상,맑음,부산광역시,20억 ~ 50억원 미만,토공사,2021,09,12,1,1,60,3일이상 휴업이 필요한 부상
40~49%,흐림,인천광역시,150억 ~ 200억원 미만,철근콘크리트공사,2021,09,15,1,1,60,3일이상 휴업이 필요한 부상
30~39%,맑음,충청남도,3억 ~ 5억원 미만,철근콘크리트공사,2021,09,15,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,전라북도,300억 ~ 500억원 미만,철근콘크리트공사,2021,09,15,1,0,30,3일이상 휴업이 필요한 부상
10% 미만,맑음,충청북도,100억 ~ 150억원 미만,기타,2021,09,17,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,인천광역시,100억 ~ 150억원 미만,미장공사,2021,09,18,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청남도,"1,000억원 이상",철근콘크리트공사,2021,10,09,1,1,60,3일이상 휴업이 필요한 부상
40~49%,맑음,광주광역시,20억 ~ 50억원 미만,관공사,2021,10,10,1,1,20,3일이상 휴업이 필요한 부상
10% 미만,흐림,경기도,"500억 ~ 1,000억원 미만",건축 토공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
40~49%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2021,10,11,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,전라남도,50억 ~ 100억원 미만,관공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
80~89%,맑음,경기도,3억 ~ 5억원 미만,도장공사,2021,10,13,1,1,40,3일이상 휴업이 필요한 부상
20~29%,맑음,인천광역시,"1,000억원 이상",철근콘크리트공사,2021,10,14,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청남도,100억 ~ 150억원 미만,도로 및 포장공사,2021,10,14,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,50억 ~ 100억원 미만,창호 및 유리공사,2021,10,14,1,1,50,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,300억 ~ 500억원 미만,가설공사,2021,10,15,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,전라남도,20억 ~ 50억원 미만,건축 토공사,2021,10,16,1,1,50,3일이상 휴업이 필요한 부상
40~49%,맑음,인천광역시,10억 ~ 20억원 미만,관공사,2021,10,16,1,1,40,3일이상 휴업이 필요한 부상
60~69%,맑음,전라남도,"500억 ~ 1,000억원 미만",기계설비공사,2021,10,16,1,1,40,3일이상 휴업이 필요한 부상
70~79%,맑음,강원도,"1,000억원 이상",항만공사,2021,10,17,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,서울특별시,"1,000억원 이상",철근콘크리트공사,2021,10,18,1,1,50,3일이상 휴업이 필요한 부상
60~69%,흐림,대구광역시,100억 ~ 150억원 미만,창호 및 유리공사,2021,10,09,1,1,40,3일이상 휴업이 필요한 부상
30~39%,맑음,경상북도,20억 ~ 50억원 미만,철근콘크리트공사,2021,10,10,1,1,60,3일이상 휴업이 필요한 부상
40~49%,맑음,경기도,200억 ~ 300억원 미만,철근콘크리트공사,2021,10,10,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청남도,"1,000억원 이상",기계설비공사,2021,10,10,1,1,50,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,대전광역시,10억 ~ 20억원 미만,지붕 및 홈통공사,2021,10,11,1,1,40,3일이상 휴업이 필요한 부상
30~39%,맑음,경기도,"1,000억원 이상",철근콘크리트공사,2021,10,12,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,서울특별시,300억 ~ 500억원 미만,건축 토공사,2021,10,13,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,강원도,"1,000억원 이상",항만공사,2021,10,13,1,1,20,3일이상 휴업이 필요한 부상
80~89%,맑음,경상남도,"500억 ~ 1,000억원 미만",산업설비공사,2021,10,13,1,1,50,3일이상 휴업이 필요한 부상
40~49%,맑음,경기도,"1,000억원 이상",창호 및 유리공사,2021,10,14,1,1,30,3일이상 휴업이 필요한 부상
30~39%,맑음,경상남도,1억 ~ 2억원 미만,하천공사,2021,10,15,1,1,60,3일이상 휴업이 필요한 부상
80~89%,맑음,부산광역시,200억 ~ 300억원 미만,가설공사,2021,10,15,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,흐림,경기도,5억 ~ 10억원 미만,건축 토공사,2021,10,16,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,경상남도,10억 ~ 20억원 미만,기타,2021,10,16,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,제주특별자치도,100억 ~ 150억원 미만,창호 및 유리공사,2021,10,17,1,1,40,3일이상 휴업이 필요한 부상
20~29%,맑음,경상남도,100억 ~ 150억원 미만,철근콘크리트공사,2021,10,08,1,1,50,3일이상 휴업이 필요한 부상
30~39%,맑음,경상북도,"1,000억원 이상",철근콘크리트공사,2021,10,13,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,강원도,5억 ~ 10억원 미만,도장공사,2021,10,13,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,인천광역시,300억 ~ 500억원 미만,건축 토공사,2021,10,17,1,1,50,3일이상 휴업이 필요한 부상
40~49%,흐림,인천광역시,"1,000억원 이상",기타,2021,10,07,1,0,30,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,100억 ~ 150억원 미만,타일 및 돌공사,2021,10,08,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,50억 ~ 100억원 미만,토공사,2021,10,08,1,1,40,3일이상 휴업이 필요한 부상
40~49%,맑음,경상남도,300억 ~ 500억원 미만,기계설비공사,2021,10,08,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,부산광역시,300억 ~ 500억원 미만,타일 및 돌공사,2021,10,09,1,1,50,3일이상 휴업이 필요한 부상
10~19%,흐림,강원도,50억 ~ 100억원 미만,하천공사,2021,10,09,1,1,60,3일이상 휴업이 필요한 부상
80~89%,흐림,경기도,"1,000억원 이상",철근콘크리트공사,2021,10,09,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,서울특별시,"1,000억원 이상",미장공사,2021,10,10,0,0,50,3일이상 휴업이 필요한 부상
50~59%,흐림,서울특별시,"1,000억원 이상",철근콘크리트공사,2021,10,10,0,0,60,3일이상 휴업이 필요한 부상
50~59%,흐림,충청남도,100억 ~ 150억원 미만,목공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
80~89%,맑음,경상남도,"1,000억원 이상",타일 및 돌공사,2021,10,11,1,1,20,3일이상 휴업이 필요한 부상
80~89%,흐림,경기도,"500억 ~ 1,000억원 미만",수장공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,부산광역시,"500억 ~ 1,000억원 미만",도로 및 포장공사,2021,10,12,1,1,40,3일이상 휴업이 필요한 부상
10% 미만,맑음,경기도,200억 ~ 300억원 미만,토공사,2021,10,14,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,부산광역시,"1,000억원 이상",타일 및 돌공사,2021,10,15,1,1,30,3일이상 휴업이 필요한 부상
10~19%,맑음,경기도,"1,000억원 이상",가설공사,2021,10,15,1,0,60,3일이상 휴업이 필요한 부상
60~69%,맑음,경기도,"1,000억원 이상",터널공사,2021,10,16,1,1,60,사망 1명 이상
90% 이상,맑음,경기도,150억 ~ 200억원 미만,관공사,2021,10,16,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,인천광역시,"1,000억원 이상",건축물 부대공사,2021,10,17,1,1,60,3일이상 휴업이 필요한 부상
10~19%,흐림,경기도,"500억 ~ 1,000억원 미만",철근콘크리트공사,2021,10,08,1,0,60,3일이상 휴업이 필요한 부상
20~29%,맑음,인천광역시,150억 ~ 200억원 미만,토공사,2021,10,08,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,경상북도,200억 ~ 300억원 미만,금속공사,2021,10,09,1,1,30,3일이상 휴업이 필요한 부상
40~49%,흐림,경기도,10억 ~ 20억원 미만,철근콘크리트공사,2021,10,09,1,0,40,3일이상 휴업이 필요한 부상
30~39%,맑음,전라남도,200억 ~ 300억원 미만,도로 및 포장공사,2021,10,09,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,"1,000억원 이상",건축 토공사,2021,10,10,1,1,30,3일이상 휴업이 필요한 부상
90% 이상,맑음,울산광역시,"1,000억원 이상",도로 및 포장공사,2021,10,10,1,1,30,3일이상 휴업이 필요한 부상
80~89%,맑음,경상북도,"1,000억원 이상",도로 및 포장공사,2021,10,10,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,충청남도,"1,000억원 이상",철근콘크리트공사,2021,10,10,1,0,40,3일이상 휴업이 필요한 부상
60~69%,맑음,서울특별시,100억 ~ 150억원 미만,도로 및 포장공사,2021,10,11,0,1,50,3일이상 휴업이 필요한 부상
20~29%,맑음,서울특별시,150억 ~ 200억원 미만,건축 토공사,2021,10,11,1,1,40,3일이상 휴업이 필요한 부상
50~59%,흐림,경기도,"500억 ~ 1,000억원 미만",가설공사,2021,10,11,1,1,40,3일이상 휴업이 필요한 부상
50~59%,안개,충청북도,20억 ~ 50억원 미만,수장공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,대구광역시,"1,000억원 이상",철근콘크리트공사,2021,10,11,1,0,30,3일이상 휴업이 필요한 부상
40~49%,흐림,경기도,300억 ~ 500억원 미만,철근콘크리트공사,2021,10,13,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,흐림,서울특별시,150억 ~ 200억원 미만,가설공사,2021,10,14,1,1,50,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,50억 ~ 100억원 미만,철근콘크리트공사,2021,10,14,1,0,40,3일이상 휴업이 필요한 부상
80~89%,맑음,전라남도,5억 ~ 10억원 미만,철골공사,2021,10,14,1,1,40,3일이상 휴업이 필요한 부상
20~29%,맑음,경기도,200억 ~ 300억원 미만,가설공사,2021,10,14,1,0,20,3일이상 휴업이 필요한 부상
90% 이상,흐림,인천광역시,10억 ~ 20억원 미만,토공사,2021,10,15,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,경상북도,300억 ~ 500억원 미만,관공사,2021,10,15,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,대전광역시,20억 ~ 50억원 미만,수장공사,2021,10,15,1,1,60,3일이상 휴업이 필요한 부상
30~39%,흐림,서울특별시,50억 ~ 100억원 미만,가설공사,2021,10,00,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,흐림,경기도,"500억 ~ 1,000억원 미만",가설공사,2021,10,08,1,0,40,3일이상 휴업이 필요한 부상
50~59%,맑음,대구광역시,300억 ~ 500억원 미만,방수공사,2021,10,08,1,1,60,3일이상 휴업이 필요한 부상
50~59%,맑음,경기도,50억 ~ 100억원 미만,철근콘크리트공사,2021,10,10,1,0,40,3일이상 휴업이 필요한 부상
20~29%,흐림,경기도,"1,000억원 이상",목공사,2021,10,10,1,0,30,3일이상 휴업이 필요한 부상
30~39%,흐림,경기도,"500억 ~ 1,000억원 미만",철근콘크리트공사,2021,10,10,1,1,50,3일이상 휴업이 필요한 부상
70~79%,맑음,광주광역시,2억 ~ 3억원 미만,철근콘크리트공사,2021,10,10,1,1,20,3일이상 휴업이 필요한 부상
90% 이상,맑음,충청남도,"1,000억원 이상",기계설비공사,2021,10,10,1,1,30,3일이상 휴업이 필요한 부상
80~89%,강우,강원도,"1,000억원 이상",건축물 부대공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
70~79%,맑음,경상남도,50억 ~ 100억원 미만,전기설비공사,2021,10,11,1,1,40,3일이상 휴업이 필요한 부상
40~49%,맑음,전라남도,"1,000억원 이상",철근콘크리트공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,광주광역시,50억 ~ 100억원 미만,철근콘크리트공사,2021,10,12,0,1,40,3일이상 휴업이 필요한 부상
40~49%,맑음,광주광역시,50억 ~ 100억원 미만,철근콘크리트공사,2021,10,12,0,1,40,3일이상 휴업이 필요한 부상
50~59%,강우,서울특별시,"1,000억원 이상",철근콘크리트공사,2021,10,14,1,0,40,사망 1명 이상
10~19%,맑음,전라북도,"1,000억원 이상",지반개량공사,2021,10,15,1,1,40,사망 1명 이상
50~59%,맑음,충청남도,50억 ~ 100억원 미만,철근콘크리트공사,2021,10,15,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,인천광역시,"1,000억원 이상",건축물 부대공사,2021,10,17,1,1,40,3일이상 휴업이 필요한 부상
80~89%,맑음,울산광역시,300억 ~ 500억원 미만,전기설비공사,2021,10,17,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,광주광역시,"1,000억원 이상",기타,2021,10,07,1,1,50,3일이상 휴업이 필요한 부상
70~79%,흐림,경기도,"500억 ~ 1,000억원 미만",철근콘크리트공사,2021,10,09,0,0,50,3일이상 휴업이 필요한 부상
60~69%,맑음,충청남도,150억 ~ 200억원 미만,철근콘크리트공사,2021,10,09,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,충청남도,200억 ~ 300억원 미만,관공사 부대공사,2021,10,09,1,1,60,3일이상 휴업이 필요한 부상
20~29%,맑음,부산광역시,200억 ~ 300억원 미만,철근콘크리트공사,2021,10,09,1,1,60,3일이상 휴업이 필요한 부상
80~89%,맑음,세종특별자치시,50억 ~ 100억원 미만,토공사,2021,10,09,1,1,60,3일이상 휴업이 필요한 부상
60~69%,흐림,경기도,50억 ~ 100억원 미만,조적공사,2021,10,10,1,1,60,3일이상 휴업이 필요한 부상
60~69%,흐림,충청남도,10억 ~ 20억원 미만,가설공사,2021,10,11,1,1,50,3일이상 휴업이 필요한 부상
10~19%,맑음,전라남도,100억 ~ 150억원 미만,철근콘크리트공사,2021,10,11,1,1,50,3일이상 휴업이 필요한 부상
80~89%,흐림,전라북도,20억 ~ 50억원 미만,해체 및 철거공사,2021,10,13,1,1,60,3일이상 휴업이 필요한 부상
90% 이상,맑음,전라북도,"1,000억원 이상",철근콘크리트공사,2021,10,13,1,1,60,3일이상 휴업이 필요한 부상
40~49%,강우,인천광역시,50억 ~ 100억원 미만,조적공사,2021,10,16,1,1,50,3일이상 휴업이 필요한 부상
80~89%,맑음,경상북도,300억 ~ 500억원 미만,교량공사,2021,10,08,1,1,50,3일이상 휴업이 필요한 부상
70~79%,강우,경기도,10억 ~ 20억원 미만,수장공사,2021,10,08,1,1,60,3일이상 휴업이 필요한 부상
80~89%,맑음,부산광역시,150억 ~ 200억원 미만,기타,2021,10,09,1,1,60,3일이상 휴업이 필요한 부상
20~29%,흐림,서울특별시,10억 ~ 20억원 미만,철근콘크리트공사,2021,10,09,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,맑음,서울특별시,"1,000억원 이상",토공사,2021,10,09,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,흐림,울산광역시,"1,000억원 이상",철근콘크리트공사,2021,10,10,1,0,50,3일이상 휴업이 필요한 부상
20~29%,흐림,경기도,20억 ~ 50억원 미만,철근콘크리트공사,2021,10,11,1,0,40,3일이상 휴업이 필요한 부상
10~19%,흐림,전라북도,"1,000억원 이상",기계설비공사,2021,10,11,1,1,60,3일이상 휴업이 필요한 부상
10% 미만,맑음,경기도,5억 ~ 10억원 미만,산업설비공사,2021,10,11,1,1,50,사망 1명 이상
20~29%,맑음,경기도,300억 ~ 500억원 미만,철근콘크리트공사,2021,10,11,1,1,50,3일이상 휴업이 필요한 부상
10% 미만,맑음,전라북도,50억 ~ 100억원 미만,관공사,2021,10,13,1,1,50,3일이상 휴업이 필요한 부상
90% 이상,맑음,경기도,"1,000억원 이상",수장공사,2021,10,14,1,1,40,3일이상 휴업이 필요한 부상
90% 이상,흐림,전라남도,10억 ~ 20억원 미만,교량공사,2021,10,15,1,1,50,3일이상 휴업이 필요한 부상
